Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023/06/07 10:17:40 PM GMT+5:30,6,Female,Few times a month,Home and Kitchen;others,No,Rarely,nan,First page,1,Maybe,Rarely,Found a better price elsewhere,Never,Yes,Occasionally,No,4,Sometimes,4,2,Quick delivery,Scrolling option would be much better than going to next page,891280
2023/06/04 9:22:58 PM GMT+5:30,8,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Rarely,Keyword,Multiple pages,5,Yes,Never,High shipping costs,Sometimes,Yes,Occasionally,No,4,No,3,5,Wide product selection,UI,525825
2023/06/07 9:32:38 AM GMT+5:30,40,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Few times a week,Filter,Multiple pages,1,No,Always,Found a better price elsewhere,Never,No,Rarely,Sometimes,4,Sometimes,1,5,All the above,Quality of product is very poor according to the big offers,439926
2023/06/09 10:25:27 AM GMT+5:30,47,Prefer not to say,Less than once a month,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Rarely,Keyword,First page,2,Yes,Sometimes,Found a better price elsewhere,Always,Yes,Rarely,Yes,4,No,4,2,Customer service,Scrolling option would be much better than going to next page,597102
2023/06/08 5:55:15 PM GMT+5:30,15,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,others,Multiple pages,4,Maybe,Rarely,High shipping costs,Rarely,No,Heavily,Sometimes,5,Sometimes,4,1,Customer service ,Reducing packaging waste,204556
2023/06/07 12:30:22 PM GMT+5:30,19,Others,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,Filter,Multiple pages,4,Yes,Rarely,Changed my mind or no longer need the item,Always,Yes,Moderately,Yes,2,No,3,3,Customer service,Quality of product is very poor according to the big offers,856206
2023/06/09 7:23:09 PM GMT+5:30,44,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Filter,First page,1,No,Sometimes,others,Often,No,Occasionally,No,3,No,5,2,Customer service,I have no problem with Amazon yet. But others tell me about the refund issues ,591054
2023/06/11 11:17:41 PM GMT+5:30,30,Others,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Rarely,Filter,Multiple pages,3,No,Always,Found a better price elsewhere,Never,No,Heavily,Sometimes,5,No,5,5,Wide product selection,Nothing,159060
2023/06/11 10:52:47 PM GMT+5:30,58,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Few times a month,nan,First page,3,Maybe,Sometimes,others,Never,Yes,Occasionally,No,5,No,1,1,Customer service ,Scrolling option would be much better than going to next page,610290
2023/06/08 5:30:34 PM GMT+5:30,10,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,No,Rarely,categories,Multiple pages,2,Yes,Sometimes,Found a better price elsewhere,Often,Yes,Heavily,Sometimes,5,Yes,3,3,All the above,Quality of product is very poor according to the big offers,104017
2023/06/11 11:25:48 PM GMT+5:30,5,Prefer not to say,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,others,First page,1,No,Sometimes,High shipping costs,Often,No,Never,Yes,3,No,5,1,User-friendly website/app interface,Nil,703443
2023/06/09 3:24:36 PM GMT+5:30,37,Prefer not to say,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,Keyword,Multiple pages,4,Maybe,Always,others,Often,Yes,Heavily,Yes,4,No,2,4,Customer service,UI,163997
2023/06/07 6:29:53 PM GMT+5:30,56,Male,Multiple times a week,others,No,Rarely,others,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Rarely,No,1,Yes,2,4,Customer service,No problems with Amazon,667273
2023/06/07 12:29:31 PM GMT+5:30,39,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a month,others,First page,2,No,Always,Found a better price elsewhere,Always,No,Occasionally,Sometimes,1,No,5,2,User-friendly website/app interface,Reducing packaging waste,824558
2023/06/08 3:33:39 AM GMT+5:30,38,Others,Less than once a month,others,Sometimes,Few times a month,Filter,Multiple pages,5,Yes,Often,others,Rarely,No,Occasionally,Yes,2,Yes,5,1,All the above,Reducing packaging waste,798634
2023/06/12 3:53:28 PM GMT+5:30,31,Female,Once a week,Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Keyword,Multiple pages,4,No,Rarely,others,Rarely,No,Moderately,Yes,2,Sometimes,2,2,Wide product selection,I have no problem with Amazon yet. But others tell me about the refund issues ,977391
2023/06/08 9:16:26 AM GMT+5:30,34,Others,Once a month,Beauty and Personal Care;others,No,Few times a month,others,First page,5,Maybe,Never,High shipping costs,Never,Yes,Never,No,2,No,3,4,User-friendly website/app interface,.,684294
2023/06/16 9:16:05 AM GMT+5:30,25,Others,Once a week,others,No,Rarely,Keyword,First page,2,Yes,Never,Found a better price elsewhere,Rarely,Yes,Occasionally,No,4,Sometimes,2,5,Customer service ,Nil,919945
2023/06/08 5:20:43 PM GMT+5:30,32,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Multiple times a day,others,First page,4,Yes,Rarely,High shipping costs,Always,No,Heavily,Yes,2,Sometimes,4,1,Wide product selection,better app interface and lower shipping charges,129822
2023/06/04 8:46:02 PM GMT+5:30,20,Prefer not to say,Less than once a month,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,categories,First page,5,Yes,Often,High shipping costs,Often,No,Moderately,Sometimes,1,Sometimes,2,4,.,No problems with Amazon,215431
2023/06/08 10:41:11 PM GMT+5:30,15,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Rarely,Filter,First page,1,No,Always,others,Always,Yes,Never,No,3,Sometimes,3,1,Wide product selection,I have no problem with Amazon yet. But others tell me about the refund issues ,225088
2023/06/08 5:14:30 PM GMT+5:30,47,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Rarely,Keyword,Multiple pages,2,Yes,Often,High shipping costs,Never,Yes,Rarely,Yes,1,Yes,2,5,Customer service ,Reducing packaging waste,538855
2023/06/07 9:54:24 PM GMT+5:30,6,Others,Once a week,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Few times a month,categories,First page,4,Yes,Often,others,Sometimes,Yes,Heavily,No,4,No,5,2,Competitive prices,.,929829
2023/06/09 10:58:13 AM GMT+5:30,27,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Few times a week,nan,First page,5,No,Sometimes,Found a better price elsewhere,Often,Yes,Rarely,Yes,2,Yes,2,3,Competitive prices,Add more familiar brands to the list,257240
2023/06/11 11:04:55 PM GMT+5:30,22,Female,Few times a month,Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,nan,Multiple pages,1,Yes,Never,Found a better price elsewhere,Always,No,Moderately,Yes,4,No,3,3,Customer service ,Quality of product is very poor according to the big offers,668088
2023/06/09 9:39:04 AM GMT+5:30,64,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a month,others,Multiple pages,1,No,Always,Found a better price elsewhere,Often,No,Heavily,Yes,5,No,4,1,Wide product selection,Scrolling option would be much better than going to next page,617634
2023/06/05 1:37:01 PM GMT+5:30,29,Male,Few times a month,Groceries and Gourmet Food;Home and Kitchen;others,No,Few times a month,nan,First page,2,Maybe,Rarely,Changed my mind or no longer need the item,Always,No,Never,Yes,2,Sometimes,5,2,.,Customer service responsiveness,633662
2023/06/05 1:32:57 PM GMT+5:30,15,Others,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,No,Rarely,others,Multiple pages,3,Yes,Often,Found a better price elsewhere,Rarely,Yes,Heavily,Yes,1,Sometimes,2,2,Customer service,Quality of product is very poor according to the big offers,268541
2023/06/10 2:41:51 PM GMT+5:30,24,Prefer not to say,Once a month,Beauty and Personal Care,Sometimes,Rarely,Filter,First page,4,Yes,Never,High shipping costs,Never,No,Heavily,Sometimes,2,Sometimes,1,2,Customer service ,Customer service responsiveness,814614
2023/06/06 7:46:27 PM GMT+5:30,60,Others,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;others,No,Rarely,Filter,First page,3,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,No,Heavily,Sometimes,4,No,5,4,Product recommendations,.,116389
2023/06/08 5:54:05 PM GMT+5:30,47,Prefer not to say,Once a week,Clothing and Fashion;others,Yes,Rarely,Keyword,First page,1,No,Rarely,others,Never,Yes,Rarely,Sometimes,5,No,3,4,All the above,better app interface and lower shipping charges,113562
2023/06/06 7:18:01 PM GMT+5:30,39,Others,Less than once a month,Clothing and Fashion,Yes,Few times a month,Keyword,First page,4,Yes,Often,others,Rarely,Yes,Rarely,Yes,1,Sometimes,5,5,Customer service ,.,510732
2023/06/11 11:04:55 PM GMT+5:30,17,Others,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Few times a month,Filter,Multiple pages,2,Yes,Never,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,1,Yes,5,2,Quick delivery,User interface of app,689186
2023/06/08 3:29:26 AM GMT+5:30,38,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Few times a month,categories,Multiple pages,5,No,Sometimes,Changed my mind or no longer need the item,Always,No,Never,Sometimes,4,No,1,4,All the above,Add more familiar brands to the list,361351
2023/06/08 5:19:41 PM GMT+5:30,12,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a month,categories,Multiple pages,3,No,Rarely,Changed my mind or no longer need the item,Never,No,Never,Yes,4,No,2,1,.,Customer service responsiveness,278454
2023/06/06 7:16:28 PM GMT+5:30,7,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Few times a month,Filter,Multiple pages,3,No,Often,High shipping costs,Sometimes,No,Heavily,Yes,2,No,2,3,Quick delivery,Product quality and accuracy,441297
2023/06/04 10:37:00 PM GMT+5:30,64,Female,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Rarely,others,Multiple pages,4,Maybe,Sometimes,High shipping costs,Rarely,No,Never,Yes,2,Yes,5,1,User-friendly website/app interface,I don't have any problem with Amazon,282426
2023/06/07 6:20:00 PM GMT+5:30,32,Prefer not to say,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,others,Multiple pages,1,No,Often,Changed my mind or no longer need the item,Rarely,Yes,Never,Sometimes,2,Yes,3,1,Customer service,Nothing,663013
2023/06/05 8:07:52 PM GMT+5:30,19,Others,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,others,First page,4,No,Often,Changed my mind or no longer need the item,Often,No,Heavily,Yes,3,No,4,1,.,Add more familiar brands to the list,654249
2023/06/08 5:19:41 PM GMT+5:30,37,Others,Once a month,Beauty and Personal Care;Clothing and Fashion;others,No,Rarely,nan,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Rarely,No,Heavily,Yes,5,Sometimes,5,2,Customer service,Quality of product is very poor according to the big offers,614765
2023/06/07 9:21:50 PM GMT+5:30,34,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Rarely,categories,Multiple pages,2,No,Often,Changed my mind or no longer need the item,Rarely,No,Rarely,Sometimes,1,Sometimes,1,4,Product recommendations,User interface ,138878
2023/06/08 3:29:26 AM GMT+5:30,17,Female,Few times a month,Home and Kitchen,Yes,Rarely,nan,Multiple pages,5,Yes,Never,Changed my mind or no longer need the item,Always,Yes,Occasionally,No,5,No,2,1,Customer service,Quality of product is very poor according to the big offers,707040
2023/06/07 11:06:40 PM GMT+5:30,44,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Few times a week,Keyword,Multiple pages,2,No,Always,Changed my mind or no longer need the item,Always,No,Never,No,5,Yes,1,4,User-friendly website/app interface,Customer service responsiveness,504114
2023/06/08 5:45:08 PM GMT+5:30,20,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,categories,First page,4,Yes,Often,High shipping costs,Always,No,Heavily,No,2,Sometimes,1,1,Quick delivery,I have no problem with Amazon yet. But others tell me about the refund issues ,361858
2023/06/09 10:59:38 AM GMT+5:30,55,Male,Once a month,Clothing and Fashion;others,Yes,Few times a week,Keyword,First page,4,No,Always,High shipping costs,Sometimes,Yes,Never,Yes,4,Yes,1,1,Customer service ,Quality of product is very poor according to the big offers,931038
2023/06/08 10:40:33 PM GMT+5:30,29,Prefer not to say,Few times a month,others,No,Multiple times a day,others,Multiple pages,2,Maybe,Never,others,Often,Yes,Occasionally,No,3,No,5,1,Competitive prices,Irrelevant product suggestions,180477
2023/06/04 9:10:51 PM GMT+5:30,33,Prefer not to say,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,others,Multiple pages,2,No,Never,High shipping costs,Sometimes,No,Never,Sometimes,1,Yes,4,4,Product recommendations,Quality of product is very poor according to the big offers,357959
2023/06/05 3:28:01 PM GMT+5:30,45,Others,Once a week,Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Keyword,First page,1,No,Never,Changed my mind or no longer need the item,Never,No,Heavily,No,3,No,2,5,Competitive prices,I have no problem with Amazon yet. But others tell me about the refund issues ,900843
2023/06/07 11:08:52 PM GMT+5:30,19,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Few times a month,Filter,First page,4,Maybe,Never,High shipping costs,Often,No,Heavily,No,1,Yes,4,4,.,UI,281281
2023/06/05 2:46:25 PM GMT+5:30,48,Prefer not to say,Once a month,Clothing and Fashion;others,Yes,Rarely,Filter,First page,4,No,Rarely,others,Sometimes,Yes,Never,Yes,3,Sometimes,2,4,Customer service,Product quality and accuracy,463223
2023/06/09 10:22:35 AM GMT+5:30,10,Male,Few times a month,Clothing and Fashion,No,Few times a month,Keyword,Multiple pages,1,Yes,Sometimes,others,Rarely,Yes,Occasionally,Sometimes,5,No,1,2,Competitive prices,Add more familiar brands to the list,147094
2023/06/11 11:08:35 PM GMT+5:30,41,Others,Once a month,Clothing and Fashion;others,No,Few times a week,categories,Multiple pages,4,No,Rarely,others,Sometimes,No,Never,Sometimes,3,No,2,5,Customer service ,Scrolling option would be much better than going to next page,998291
2023/06/08 10:38:16 PM GMT+5:30,52,Others,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Multiple times a day,nan,First page,5,Yes,Often,High shipping costs,Rarely,No,Rarely,No,4,No,4,2,Product recommendations,Shipping speed and reliability,300386
2023/06/06 10:22:47 AM GMT+5:30,32,Female,Once a month,Beauty and Personal Care,No,Multiple times a day,nan,Multiple pages,4,Maybe,Rarely,High shipping costs,Sometimes,Yes,Heavily,No,5,No,1,1,.,.,123063
2023/06/08 5:35:25 PM GMT+5:30,64,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,categories,First page,3,No,Often,Found a better price elsewhere,Always,Yes,Never,Sometimes,1,Yes,4,3,All the above,Scrolling option would be much better than going to next page,930419
2023/06/06 7:16:28 PM GMT+5:30,22,Others,Few times a month,Clothing and Fashion;others,Yes,Multiple times a day,nan,First page,2,Yes,Never,others,Often,Yes,Never,Yes,2,No,1,5,Customer service,Nil,336809
2023/06/07 9:20:34 AM GMT+5:30,13,Others,Once a week,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Multiple times a day,categories,Multiple pages,5,No,Never,others,Always,Yes,Heavily,No,3,Yes,3,2,Product recommendations,better app interface and lower shipping charges,724410
2023/06/07 1:00:09 PM GMT+5:30,39,Others,Few times a month,Clothing and Fashion;others,Sometimes,Few times a month,Keyword,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Often,No,Heavily,Yes,1,No,3,5,.,UI,602701
2023/06/09 10:30:39 AM GMT+5:30,39,Male,Few times a month,Beauty and Personal Care;others,Yes,Few times a month,categories,Multiple pages,4,No,Sometimes,High shipping costs,Always,No,Heavily,No,4,Sometimes,4,3,User-friendly website/app interface,User interface of app,835289
